Climate ID,Latitude,Longitude,Elevation,HLY First Year,HLY Last Year,PROVINCE
1123996,49.94,-119.4,456.0,2012.0,2025.0,BC
6034076,49.79,-94.36,409.7,2013.0,2025.0,ON
6034075,49.79,-94.37,409.7,1953.0,2013.0,ON
6034073,49.79,-94.38,412.7,2008.0,2025.0,ON
8202810,45.07,-64.48,48.7,1999.0,2025.0,NS
605DJ25,45.97,-81.48,196.3,1994.0,2023.0,ON
240KFQJ,62.85,-69.88,51.5,1987.0,2015.0,NU
2402671,62.85,-69.88,51.5,2015.0,2025.0,NU
2402673,62.85,-69.88,51.5,2015.0,2025.0,NU
1054222,53.32,-132.77,14.7,1994.0,2025.0,BC
4043901,51.52,-109.18,693.7,2013.0,2025.0,SK
4043899,51.52,-109.18,693.7,2016.0,2025.0,SK
4043900,51.52,-109.18,693.7,1984.0,2013.0,SK
4043920,51.47,-109.17,683.4,1958.0,1984.0,SK
6104ADF,44.22,-76.6,93.0,1994.0,1994.0,ON
6104149,44.23,-76.6,92.4,2012.0,2025.0,ON
6104146,44.22,-76.6,92.4,1967.0,2012.0,ON
6104152,44.23,-76.6,92.4,2014.0,2025.0,ON
6104142,44.22,-76.6,93.0,2008.0,2025.0,ON
2400636,64.23,-76.53,50.0,2005.0,2025.0,NU
2400637,64.23,-76.53,48.2,2012.0,2025.0,NU
2400633,64.23,-79.53,48.2,2012.0,2025.0,NU
6074211,48.15,-80.0,324.0,2001.0,2022.0,ON
6144239,43.46,-80.38,321.6,2010.0,2025.0,ON
2100682,69.61,-140.2,13.2,1994.0,2025.0,YT
2100685,69.58,-140.18,7.3,1973.0,1993.0,YT
2303092,68.54,-89.8,15.5,1984.0,2015.0,NU
2303095,68.54,-89.81,15.5,2015.0,2025.0,NU
2303091,68.54,-89.81,15.5,2015.0,2025.0,NU
2303094,68.54,-89.8,15.8,2004.0,2025.0,NU
2300905,67.82,-115.14,22.6,2016.0,2025.0,NU
2300903,67.82,-115.14,22.6,2014.0,2025.0,NU
2300902,67.82,-115.14,22.6,1978.0,2014.0,NU
2300904,67.82,-115.14,22.6,2005.0,2025.0,NU
7113534,58.1,-68.42,39.9,1953.0,2014.0,QC
7113535,58.09,-68.42,39.9,2014.0,2025.0,QC
7103539,55.37,-77.57,30.0,2015.0,2025.0,QC
7103537,55.28,-77.77,12.2,2014.0,2025.0,QC
7103536,55.28,-77.75,12.2,1957.0,2014.0,QC
702LED4,45.29,-73.35,43.8,1994.0,2025.0,QC
7014160,45.81,-73.43,21.0,1994.0,2025.0,QC
7093714,53.75,-73.68,306.3,2011.0,2025.0,QC
7093GJ5,53.76,-73.68,302.8,2005.0,2025.0,QC
7093GJ3,53.76,-73.68,306.3,1985.0,2005.0,QC
7093GAC,53.76,-73.68,306.3,2005.0,2013.0,QC
7093716,53.63,-77.7,194.8,2012.0,2025.0,QC
7093715,53.63,-77.7,195.1,1976.0,2012.0,QC
7054096,47.36,-70.03,31.0,1996.0,2025.0,QC
4064155,55.15,-105.27,379.2,2013.0,2025.0,SK
4064150,55.15,-105.27,379.2,1959.0,2013.0,SK
4064149,55.15,-105.27,378.6,1999.0,2025.0,SK
8402520,49.92,-55.67,194.0,1984.0,2025.0,NL
707DBD4,47.41,-72.79,168.9,1994.0,2025.0,QC
704C64L,51.87,-63.28,588.9,1994.0,2025.0,QC
3023722,52.45,-113.76,860.0,1994.0,2025.0,AB
1054500,54.26,-133.06,42.7,1954.0,2001.0,BC
1054503,54.26,-133.06,46.9,1994.0,2025.0,BC
6014350,52.23,-87.88,254.5,1953.0,1989.0,ON
6014353,52.2,-87.94,253.4,1994.0,2025.0,ON
6014355,52.2,-87.94,254.2,2005.0,2013.0,ON
6014351,52.2,-87.93,254.2,2013.0,2025.0,ON
3033875,49.63,-112.8,929.0,2011.0,2025.0,AB
3033880,49.63,-112.8,928.7,1953.0,2012.0,AB
3033881,49.63,-112.8,929.0,2012.0,2025.0,AB
3033884,49.63,-112.8,929.0,2006.0,2012.0,AB
3033890,49.7,-112.77,910.0,1994.0,2025.0,AB
220B6Q3,67.18,-130.23,62.5,1994.0,2025.0,NT
3013959,53.31,-110.07,668.7,2006.0,2025.0,AB
3013958,53.31,-110.07,668.7,2012.0,2025.0,AB
3013961,53.31,-110.07,668.4,1982.0,2012.0,AB
6144473,43.03,-81.15,278.0,2012.0,2025.0,ON
6144478,43.03,-81.15,278.0,1994.0,2025.0,ON
6144475,43.03,-81.15,278.0,1953.0,2012.0,ON
6134F10,42.53,-80.05,175.0,1994.0,2025.0,ON
2402684,68.9,-75.14,160.8,1955.0,2023.0,NU
2402F84,68.93,-75.28,14.3,1983.0,1991.0,NU
7040816,51.44,-57.19,37.2,2016.0,2025.0,QC
7040815,51.44,-57.19,37.2,2014.0,2025.0,QC
7040813,51.45,-57.18,37.2,1970.0,2014.0,QC
4024714,50.95,-107.15,664.7,1994.0,2025.0,SK
2302685,65.77,-111.23,499.6,1994.0,1995.0,NU
23026HN,65.76,-111.25,490.1,1982.0,2006.0,NU
230N002,65.76,-111.25,488.0,1997.0,2025.0,NU
5061648,56.86,-101.08,356.6,2005.0,2010.0,MB
5061645,56.86,-101.08,356.6,2010.0,2025.0,MB
5061646,56.86,-101.08,356.6,1959.0,2005.0,MB
5061649,56.85,-101.07,354.2,2010.0,2025.0,MB
1114741,50.23,-121.58,229.0,1970.0,1991.0,BC
1114739,50.22,-121.58,225.0,1994.0,2013.0,BC
1114740,50.23,-121.57,175.0,1953.0,1970.0,BC
1114738,50.22,-121.58,224.9,2013.0,2025.0,BC
1114746,50.22,-121.58,225.0,2006.0,2025.0,BC
2402686,68.3,-85.67,394.7,1956.0,1992.0,NU
1184791,55.3,-123.13,690.1,2010.0,2025.0,BC
1184790,55.31,-123.14,690.1,1971.0,2015.0,BC
1184793,55.31,-123.14,694.0,2013.0,2025.0,BC
2100693,63.24,-130.04,1379.0,1998.0,2025.0,YT
8502NHR,55.08,-59.19,70.4,1985.0,2015.0,NL
8502588,55.08,-59.19,70.4,2015.0,2025.0,NL
8502580,55.08,-59.19,70.4,2015.0,2025.0,NL
7034482,46.27,-75.99,199.7,1994.0,2025.0,QC
4024919,49.9,-109.47,766.7,1994.0,2025.0,SK
850B5R1,52.3,-55.83,11.6,1994.0,2014.0,NL
8502590,52.3,-55.85,10.7,2013.0,2015.0,NL
8502592,52.3,-55.85,10.6,2013.0,2025.0,NL
8502591,52.3,-55.83,10.6,1983.0,2013.0,NL
1054929,54.03,-132.13,5.8,2014.0,2025.0,BC
1054921,54.03,-132.13,5.8,2014.0,2025.0,BC
1054920,54.02,-132.12,5.8,2005.0,2014.0,BC
7094637,49.76,-77.79,281.0,1994.0,2025.0,QC
7094639,49.77,-77.82,281.3,1973.0,1991.0,QC
7094636,49.76,-77.8,279.8,2011.0,2025.0,QC
2100700,63.62,-135.87,503.8,1953.0,2013.0,YT
2100701,63.62,-135.87,503.8,2013.0,2025.0,YT
2100702,63.62,-135.87,503.8,2016.0,2025.0,YT
1065010,52.26,-128.72,25.9,1955.0,2001.0,BC
406N0NM,54.13,-108.52,481.0,1994.0,2025.0,SK
4065055,54.13,-108.43,481.3,1967.0,1977.0,SK
4065057,54.13,-108.05,480.7,2013.0,2025.0,SK
4065063,54.13,-108.52,480.7,2014.0,2025.0,SK
4065058,54.13,-108.52,480.7,1977.0,2013.0,SK
3034479,50.02,-110.72,716.9,2010.0,2025.0,AB
3034480,50.02,-110.72,716.9,1953.0,2012.0,AB
3034481,50.02,-110.72,716.9,2012.0,2025.0,AB
3034483,50.02,-110.72,716.9,2006.0,2010.0,AB
3034485,50.03,-110.72,715.0,2001.0,2025.0,AB
4055079,52.82,-104.6,490.0,1994.0,2025.0,SK
501A7AR,49.28,-100.99,445.9,1994.0,2025.0,MB
3044533,49.13,-112.05,1050.0,1994.0,2025.0,AB
8101000,47.01,-65.47,32.9,1953.0,2005.0,NB
8100989,47.01,-65.47,33.0,1994.0,2025.0,NB
8103050,48.01,-64.49,4.0,1964.0,2025.0,NB
8103202,46.11,-64.68,70.7,2016.0,2025.0,NB
8103200,46.11,-64.68,70.7,1953.0,2012.0,NB
8103201,46.11,-64.68,70.7,2012.0,2025.0,NB
7055121,48.61,-68.21,52.4,2013.0,2025.0,QC
7055122,48.6,-68.19,55.0,2015.0,2025.0,QC
7055120,48.6,-68.22,52.4,1953.0,2013.0,QC
7025251,45.47,-73.74,36.0,2013.0,2025.0,QC
7034900,45.68,-74.04,82.3,2012.0,2025.0,QC
7035290,45.67,-74.03,82.6,1975.0,2012.0,QC
702S006,45.47,-73.74,32.1,2008.0,2025.0,QC
7025250,45.47,-73.75,36.0,1953.0,2013.0,QC
7027329,45.52,-73.42,27.4,2009.0,2025.0,QC
7027320,45.52,-73.42,27.4,1953.0,2005.0,QC
7027322,45.52,-73.42,27.4,2004.0,2010.0,QC
4015320,50.33,-105.57,576.7,1954.0,2025.0,SK
4015322,50.33,-105.54,577.0,1997.0,2025.0,SK
6075420,51.29,-80.61,9.1,2010.0,2025.0,ON
6075428,51.29,-80.61,9.1,1994.0,2006.0,ON
6075431,51.28,-80.6,9.1,2006.0,2010.0,ON
6075435,51.29,-80.62,9.1,2003.0,2022.0,ON
2502700,76.23,-119.33,12.2,1953.0,1997.0,NT
250M001,76.24,-119.35,1.5,1997.0,2024.0,NT
6145503,43.98,-80.75,414.5,1962.0,1986.0,ON
6145504,43.98,-80.75,414.5,1994.0,2025.0,ON
6115529,44.97,-79.3,281.9,2009.0,2025.0,ON
6115525,44.97,-79.3,281.9,1953.0,2005.0,ON
6115524,44.97,-79.3,281.9,2000.0,2009.0,ON
6075543,49.75,-84.16,264.0,1994.0,2025.0,ON
8502799,56.55,-61.68,7.6,1994.0,2025.0,NL
8502810,56.55,-61.68,6.4,2015.0,2025.0,NL
8502800,56.55,-61.68,6.4,1984.0,2015.0,NL
8502801,56.55,-61.68,6.4,2015.0,2025.0,NL
1145297,50.27,-117.82,512.1,1994.0,2025.0,BC
1025369,49.05,-123.87,28.0,2013.0,2025.0,BC
1025365,49.05,-123.87,28.0,2014.0,2025.0,BC
1025370,49.05,-123.87,28.0,1954.0,2013.0,BC
2402730,72.98,-84.62,641.9,1977.0,2011.0,NU
2402731,72.98,-84.62,641.9,2008.0,2011.0,NU
8203702,45.76,-64.24,19.8,2003.0,2025.0,NS
7045400,50.18,-61.82,10.7,1957.0,2008.0,QC
7045398,50.19,-61.79,11.9,2010.0,2025.0,QC
7045401,50.19,-61.81,11.7,2008.0,2025.0,QC
407N51G,53.33,-104.0,371.9,1994.0,2025.0,SK
4075525,53.33,-104.01,371.9,2010.0,2025.0,SK
4075522,53.33,-104.02,371.9,2005.0,2010.0,SK
4075518,53.33,-104.0,371.9,1973.0,2005.0,SK
4075521,53.33,-104.0,371.9,1998.0,2003.0,SK
7095480,53.2,-70.9,536.1,1953.0,1985.0,QC
2202801,65.28,-126.8,72.5,2012.0,2025.0,NT
2202800,65.28,-126.8,72.5,1953.0,2012.0,NT
2202810,65.29,-126.75,93.6,2003.0,2025.0,NT
4045605,52.77,-108.25,548.0,2005.0,2010.0,SK
4045695,52.77,-108.24,548.3,2010.0,2025.0,SK
4045600,52.77,-108.26,548.3,1953.0,2005.0,SK
4045607,52.77,-108.26,548.0,2005.0,2025.0,SK
6085701,46.36,-79.42,370.3,2013.0,2025.0,ON
6085680,46.36,-79.42,370.3,2014.0,2025.0,ON
6085700,46.36,-79.42,370.3,1953.0,2013.0,ON
6085695,46.38,-79.4,370.3,2017.0,2025.0,ON
1015630,48.82,-123.72,44.8,2007.0,2025.0,BC
8204154,46.37,-60.98,54.0,1994.0,2025.0,NS
5062045,53.97,-97.85,223.7,2005.0,2010.0,MB
5062040,53.96,-97.84,223.7,2010.0,2025.0,MB
506B047,53.95,-97.85,223.7,1973.0,2005.0,MB
2100801,67.57,-139.84,250.2,2013.0,2025.0,YT
2100800,67.57,-139.84,250.2,1975.0,2013.0,YT
2100807,67.57,-139.84,250.2,2014.0,2025.0,YT
2100805,67.57,-139.84,251.2,1994.0,2025.0,YT
3044923,49.12,-110.47,935.0,1994.0,2025.0,AB
6155875,43.92,-78.88,139.9,2010.0,2025.0,ON
1125852,49.03,-119.44,282.9,1994.0,2025.0,BC
6105978,45.38,-75.72,79.2,2000.0,2025.0,ON
7032682,45.52,-75.56,64.3,2012.0,2025.0,QC
7032685,45.52,-75.56,64.3,2014.0,2025.0,QC
6106001,45.32,-75.67,114.9,2011.0,2025.0,ON
6106000,45.32,-75.67,114.0,1953.0,2011.0,ON
2403049,66.14,-65.71,22.6,1994.0,2025.0,NU
2403054,66.15,-65.71,24.0,2013.0,2025.0,NU
2403053,66.15,-65.71,24.1,1987.0,2013.0,NU
2403051,66.15,-65.71,24.1,2013.0,2025.0,NU
2403052,66.13,-65.7,24.1,2008.0,2013.0,NU
7075800,47.92,-74.62,444.7,1953.0,2025.0,QC
8204402,45.41,-64.35,30.9,2004.0,2025.0,NS
2203058,69.36,-124.08,6.3,1994.0,2025.0,NT
2203057,69.36,-124.08,4.6,1987.0,2015.0,NT
2203055,69.36,-124.08,4.6,2015.0,2025.0,NT
2203056,69.36,-124.08,4.6,2015.0,2025.0,NT
3075040,56.23,-117.45,570.9,1955.0,2014.0,AB
3075041,56.23,-117.45,570.9,2014.0,2025.0,AB
6016295,54.98,-85.43,52.7,1994.0,2025.0,ON
6016298,54.99,-85.44,52.7,2014.0,2025.0,ON
2303093,68.44,-89.73,324.5,1994.0,2023.0,NU
2303090,68.43,-89.72,325.8,1955.0,1992.0,NU
2203095,69.63,-135.44,17.0,1994.0,2025.0,NT
1086081,50.3,-122.74,203.0,2007.0,2025.0,BC
1086082,50.31,-122.73,204.3,1988.0,2025.0,BC
6106367,45.86,-77.25,161.0,2010.0,2025.0,ON
1126146,49.46,-119.6,344.4,2012.0,2025.0,BC
1126150,49.46,-119.6,344.4,1953.0,2012.0,BC
6106398,45.95,-77.32,130.1,1969.0,2025.0,ON
6106396,45.95,-77.32,130.1,2008.0,2022.0,ON
6166418,44.23,-78.37,191.4,1969.0,2005.0,ON
6166415,44.23,-78.36,191.4,2010.0,2025.0,ON
6166420,44.23,-78.37,191.4,2004.0,2010.0,ON
6166456,44.35,-78.3,216.0,2005.0,2023.0,ON
6016525,51.45,-90.22,390.8,1955.0,2025.0,ON
6016528,51.45,-90.21,386.2,2013.0,2025.0,ON
6016529,51.45,-90.21,386.2,2012.0,2019.0,ON
6016527,51.45,-90.21,386.2,1990.0,2012.0,ON
5022125,49.19,-98.9,470.3,1957.0,2025.0,MB
503B1ER,50.18,-96.06,268.0,1994.0,2025.0,MB
3035201,49.5,-113.95,1155.2,1960.0,1979.0,AB
3035198,49.52,-114.0,1189.6,2011.0,2025.0,AB
3035206,49.52,-114.0,1189.6,1994.0,2012.0,AB
3035202,49.52,-114.0,1189.9,1979.0,1994.0,AB
3035208,49.52,-114.0,1190.0,2010.0,2025.0,AB
1106178,49.21,-122.69,5.0,1994.0,2025.0,BC
8104201,45.07,-66.45,6.0,1994.0,2025.0,NB
6156559,43.83,-77.15,78.6,1993.0,2025.0,ON
704F0PN,49.32,-67.38,5.9,1994.0,2025.0,QC
2403201,72.69,-77.97,61.6,1975.0,2013.0,NU
2403206,72.69,-77.97,61.6,2013.0,2025.0,NU
2403205,72.69,-77.97,61.6,2013.0,2025.0,NU
2403202,72.69,-77.97,61.6,2008.0,2013.0,NU
2403204,72.69,-77.96,64.7,2004.0,2025.0,NU
1036B06,49.32,-124.93,76.2,1994.0,2025.0,BC
1036206,49.25,-124.83,2.4,1969.0,1995.0,BC
8402980,47.57,-59.15,39.7,2017.0,2025.0,NL
8402975,47.57,-59.15,39.7,1966.0,2017.0,NL
8402977,47.57,-59.17,40.2,1994.0,1998.0,NL
613F606,42.87,-79.25,183.5,1994.0,2025.0,ON
1026270,50.68,-127.37,21.6,1953.0,2013.0,BC
1026271,50.68,-127.37,21.6,2013.0,2025.0,BC
6136699,43.25,-79.22,79.0,1993.0,2025.0,ON
7056202,49.84,-64.29,55.2,1994.0,2025.0,QC
5012324,49.9,-98.28,272.7,1994.0,2025.0,MB
5012320,49.9,-98.27,269.7,1953.0,2025.0,MB
1046392,49.83,-124.5,125.0,2007.0,2025.0,BC
1046396,49.83,-124.5,129.5,2013.0,2025.0,BC
1046391,49.83,-124.5,129.5,1982.0,2013.0,BC
1046395,49.83,-124.5,129.5,2013.0,2025.0,BC
4056241,53.21,-105.67,428.2,2013.0,2025.0,SK
4056240,53.22,-105.67,428.2,1953.0,2013.0,SK
4056243,53.21,-105.68,425.5,2016.0,2025.0,SK
1096439,53.88,-122.68,691.0,2009.0,2025.0,BC
1096450,53.89,-122.68,691.3,1953.0,2009.0,BC
1096453,53.89,-122.67,680.0,2009.0,2025.0,BC
1096454,53.9,-122.79,601.0,2012.0,2025.0,BC
1066482,54.29,-130.44,35.4,2010.0,2025.0,BC
1066480,54.28,-130.38,51.8,1953.0,1962.0,BC
1066481,54.29,-130.44,35.4,1961.0,2005.0,BC
1066483,54.29,-130.44,35.4,2004.0,2012.0,BC
1126518,49.47,-120.51,701.6,2014.0,2025.0,BC
1126510,49.47,-120.51,701.7,1953.0,2013.0,BC
1126511,49.47,-120.51,701.6,2013.0,2025.0,BC
112FN0M,49.47,-120.51,696.5,1994.0,2025.0,BC
1086556,52.12,-124.08,909.5,1968.0,1979.0,BC
1086558,52.11,-124.14,909.8,1994.0,2025.0,BC
2400577,67.55,-64.03,5.5,2013.0,2025.0,NU
2400572,67.55,-64.03,5.5,1988.0,2013.0,NU
2400576,67.55,-64.03,4.9,2013.0,2025.0,NU
2400571,67.55,-64.03,5.5,2008.0,2013.0,NU
2400573,67.55,-64.03,6.4,2005.0,2025.0,NU
7116270,61.05,-69.63,30.4,1971.0,1989.0,QC
7116271,61.05,-69.62,32.3,2015.0,2025.0,QC
7116273,61.05,-69.62,32.3,2018.0,2025.0,QC
7116272,61.05,-69.62,32.3,1989.0,2015.0,QC
7016293,46.79,-71.39,74.4,2013.0,2025.0,QC
701S001,46.8,-71.38,60.0,2005.0,2025.0,QC
7016294,46.8,-71.38,74.4,1953.0,2013.0,QC
1096629,53.03,-122.51,545.0,2010.0,2025.0,BC
1096630,53.03,-122.51,545.0,1953.0,2006.0,BC
1096631,53.03,-122.51,545.3,2009.0,2025.0,BC
1096625,53.03,-122.51,545.0,2005.0,2011.0,BC
2303405,62.81,-92.11,32.3,2013.0,2025.0,NU
2303401,62.82,-92.12,32.3,1981.0,2013.0,NU
2403450,75.38,-105.72,15.0,1969.0,2025.0,NU
3025480,52.18,-113.89,904.6,1953.0,2014.0,AB
3025484,52.18,-113.89,904.6,2020.0,2025.0,AB
3025481,52.18,-113.89,904.6,2014.0,2021.0,AB
3075488,56.55,-115.28,546.0,1994.0,2025.0,AB
6016971,51.07,-93.79,385.9,2013.0,2025.0,ON
6016970,51.07,-93.79,385.9,2012.0,2025.0,ON
6016975,51.07,-93.79,385.9,1953.0,2012.0,ON
4016560,50.43,-104.67,577.6,1953.0,2013.0,SK
4016566,50.43,-104.67,577.6,2013.0,2025.0,SK
4016699,50.43,-104.67,577.3,1996.0,2025.0,SK
6149388,43.46,-80.38,321.3,2002.0,2010.0,ON
2403490,66.52,-86.22,22.9,1984.0,2013.0,NU
2403498,74.72,-94.97,67.7,2014.0,2025.0,NU
2403497,74.72,-94.97,67.7,2016.0,2025.0,NU
2403500,74.72,-94.97,67.7,1953.0,2014.0,NU
2403505,74.72,-94.98,30.0,2002.0,2025.0,NU
2403602,61.58,-64.65,368.5,1962.0,2022.0,NU
2403600,61.3,-64.88,38.7,1953.0,1961.0,NU
1176750,51.0,-118.2,456.3,1953.0,1969.0,BC
1176745,50.97,-118.18,444.7,2011.0,2025.0,BC
1176749,50.96,-118.18,444.7,1994.0,2014.0,BC
1176755,50.96,-118.18,444.7,2011.0,2025.0,BC
1176751,50.95,-118.17,450.0,1969.0,1999.0,BC
6137154,42.45,-81.88,205.7,2003.0,2025.0,ON
7116505,57.91,-72.98,171.4,2005.0,2025.0,QC
7056615,47.8,-69.55,148.4,1965.0,1980.0,QC
7056616,47.81,-69.55,146.5,1994.0,2025.0,QC
2303610,65.1,-102.43,243.7,1992.0,2025.0,NU
7066685,48.52,-72.27,178.6,1958.0,2014.0,QC
7066686,48.52,-72.27,178.6,2014.0,2025.0,QC
7066687,48.52,-72.27,178.6,2016.0,2025.0,QC
2100935,66.98,-136.22,731.0,1994.0,2025.0,YT
4036844,49.17,-105.98,917.0,1970.0,2025.0,SK
3015520,52.38,-114.92,1015.0,1953.0,1978.0,AB
3015523,52.42,-114.91,988.2,1994.0,2025.0,AB
3015522,52.43,-114.92,988.2,1978.0,1994.0,AB
1056869,54.16,-131.66,6.6,1994.0,2025.0,BC
4046884,51.57,-107.92,586.0,1994.0,2025.0,SK
7086716,48.25,-79.03,318.0,1994.0,2025.0,QC
7086720,48.22,-78.83,301.1,1954.0,2012.0,QC
7086719,48.21,-78.84,301.1,2012.0,2025.0,QC
8204700,43.93,-60.01,5.0,1953.0,2016.0,NS
8204708,43.93,-60.01,1.2,2017.0,2025.0,NS
8204703,43.93,-59.96,1.2,2014.0,2025.0,NS
2503649,71.99,-125.24,86.3,2015.0,2025.0,NT
2503650,72.0,-125.27,86.3,1955.0,2015.0,NT
2503651,71.99,-125.24,86.3,2015.0,2024.0,NT
2503648,71.99,-125.25,87.5,1994.0,2025.0,NT
8403255,47.37,-55.79,59.7,1994.0,2025.0,NL
8104900,45.32,-65.89,108.8,1953.0,2012.0,NB
8104901,45.32,-65.89,108.8,2012.0,2025.0,NB
116FRMN,50.7,-119.29,350.5,1994.0,2025.0,BC
1057052,53.25,-131.81,6.4,2010.0,2025.0,BC
1057050,53.25,-131.81,6.4,1953.0,2005.0,BC
1057051,53.25,-131.81,6.5,2012.0,2025.0,BC
1057055,53.25,-131.81,6.4,1999.0,2013.0,BC
2303668,56.54,-79.26,34.0,2014.0,2025.0,NU
2303667,56.54,-79.25,33.5,1988.0,2014.0,NU
2303666,56.54,-79.25,33.5,2014.0,2025.0,NU
2303660,56.54,-79.25,33.5,2014.0,2025.0,NU
2402353,68.78,-81.24,8.2,2004.0,2025.0,NU
2402354,68.78,-81.24,9.1,2012.0,2025.0,NU
2402356,68.78,-81.24,9.1,2012.0,2025.0,NU
6127510,43.0,-82.31,181.4,2009.0,2025.0,ON
6127514,42.99,-82.3,180.6,1967.0,2005.0,ON
6127518,43.0,-82.31,181.0,2005.0,2010.0,ON
6127519,43.0,-82.3,181.0,2005.0,2025.0,ON
1037090,50.82,-128.91,103.5,1994.0,2025.0,BC
4057120,52.17,-106.72,504.1,1953.0,2012.0,SK
4057152,52.17,-106.7,504.1,2012.0,2025.0,SK
4057154,52.15,-106.55,510.0,1996.0,2006.0,SK
4057165,52.17,-106.72,504.1,2008.0,2025.0,SK
6057592,46.48,-84.51,192.0,1961.0,2012.0,ON
6057591,46.49,-84.51,192.0,2012.0,2025.0,ON
6057593,46.48,-84.52,187.0,2019.0,2025.0,ON
7117827,54.8,-66.8,517.2,2005.0,2018.0,QC
7117825,54.8,-66.82,521.8,1953.0,2010.0,QC
7117823,54.81,-66.81,520.9,2012.0,2025.0,QC
7117824,54.8,-66.8,517.2,2019.0,2025.0,QC
7047914,50.22,-66.25,52.6,2002.0,2025.0,QC
7047910,50.22,-66.27,54.9,1953.0,2014.0,QC
7047911,50.22,-66.27,54.9,2014.0,2025.0,QC
7018001,46.56,-72.73,110.0,1999.0,2025.0,QC
8205090,44.63,-63.5,44.0,1953.0,2025.0,NS
8205091,44.64,-63.51,53.0,1996.0,2010.0,NS
8205093,44.63,-63.52,5.5,1994.0,2025.0,NS
8205092,44.63,-63.51,24.0,2008.0,2025.0,NS
2303685,68.82,-93.43,42.7,1973.0,2023.0,NU
7028123,45.44,-71.69,241.4,2009.0,2025.0,QC
7028124,45.43,-71.68,241.4,1962.0,2005.0,QC
7028126,45.43,-71.68,241.4,2004.0,2009.0,QC
2100950,68.95,-137.22,49.4,1973.0,2023.0,YT
6137730,42.85,-80.27,240.5,1962.0,1986.0,ON
6137732,42.85,-80.27,240.5,1994.0,1999.0,ON
6037775,50.12,-91.9,383.1,1953.0,2013.0,ON
6037776,50.11,-91.91,383.1,2013.0,2025.0,ON
6037800,50.11,-91.91,338.1,2018.0,2025.0,ON
3065995,55.29,-114.78,582.8,2011.0,2025.0,AB
3065999,55.28,-114.78,582.8,1994.0,2006.0,AB
3066001,55.3,-114.78,580.6,1971.0,1999.0,AB
3066002,55.29,-114.78,582.8,2006.0,2014.0,AB
3065997,55.29,-114.78,582.8,2012.0,2025.0,AB
1077499,54.83,-127.18,523.0,2010.0,2025.0,BC
1077498,54.83,-127.18,523.0,2012.0,2025.0,BC
1077500,54.82,-127.18,521.8,1953.0,2012.0,BC
1077501,54.82,-127.19,517.6,2013.0,2025.0,BC
1037553,50.11,-127.94,94.2,1994.0,2025.0,BC
6137937,41.83,-82.47,195.3,1994.0,2016.0,ON
4067655,56.33,-103.28,344.1,1994.0,2025.0,SK
1157630,49.75,-114.88,1137.7,1980.0,2014.0,BC
1157632,49.75,-114.88,1137.7,2014.0,2025.0,BC
1157635,49.83,-114.88,1158.2,2014.0,2025.0,BC
1157631,49.75,-114.88,1136.7,1994.0,2025.0,BC
5022759,49.02,-95.6,328.8,1994.0,2025.0,MB
10476F0,49.78,-123.16,53.7,1982.0,2025.0,BC
8403400,51.37,-55.58,17.4,1953.0,1965.0,NL
8403399,51.38,-56.1,29.3,1996.0,2025.0,NL
8403401,51.37,-55.6,11.5,1970.0,1996.0,NL
8403402,51.4,-56.08,28.0,1966.0,1987.0,NL
840C401,51.38,-56.1,32.9,1987.0,2009.0,NL
6137287,43.2,-79.17,97.8,1971.0,2012.0,ON
6137304,43.19,-79.17,97.8,2014.0,2025.0,ON
8403506,47.62,-52.74,140.5,1953.0,2012.0,NL
8403605,47.52,-52.78,114.0,1999.0,2013.0,NL
8403603,47.51,-52.78,110.0,2010.0,2025.0,NL
8403619,46.92,-55.38,48.5,2006.0,2025.0,NL
8403616,46.92,-55.38,48.5,1998.0,2006.0,NL
8403615,46.92,-55.38,48.5,1966.0,1996.0,NL
8104928,47.16,-67.83,242.2,1985.0,2014.0,NB
8104932,47.16,-67.84,242.0,2015.0,2017.0,NB
810I001,47.16,-67.83,245.0,1995.0,2017.0,NB
8204909,47.23,-60.14,27.0,1994.0,2025.0,NS
8104937,45.22,-67.25,26.1,1977.0,2006.0,NB
6137286,43.19,-79.17,97.8,2012.0,2025.0,ON
8403505,47.62,-52.75,140.5,2012.0,2025.0,NL
8300562,46.45,-62.58,29.7,2003.0,2025.0,PE
7027039,45.17,-73.68,53.0,1994.0,2025.0,QC
701Q004,46.78,-71.29,91.4,1996.0,2025.0,QC
2403756,73.77,-105.3,11.0,2002.0,2025.0,NU
8403800,48.53,-58.55,24.7,1953.0,2014.0,NL
8403801,48.54,-58.55,24.7,2014.0,2025.0,NL
8403820,48.56,-58.57,58.0,2008.0,2025.0,NL
1067748,55.93,-129.98,7.3,2015.0,2025.0,BC
1067741,55.93,-129.98,7.3,2015.0,2025.0,BC
1067742,55.94,-129.99,7.3,1974.0,2015.0,BC
3036205,51.03,-113.28,967.0,2004.0,2024.0,AB
6068153,46.63,-80.8,348.4,2013.0,2025.0,ON
6068150,46.63,-80.8,348.4,1954.0,2013.0,ON
6068145,46.63,-80.8,348.0,2011.0,2025.0,ON
3036240,50.27,-111.18,769.6,1953.0,2020.0,AB
8300596,46.44,-63.84,12.2,1994.0,2025.0,PE
8300700,46.44,-63.83,19.5,1953.0,2001.0,PE
3026KNQ,51.78,-114.68,1114.4,1994.0,2025.0,AB
504K80K,52.11,-101.23,334.8,1994.0,2025.0,MB
